campaign_id,date,channel,customer_segment,product,age,gender,impressions,clicks,converted,total_cost,revenue,month,month_name,ctr,conversion_rate,roi,cost_per_click
CAMP00670,2024-02-18 20:19:20.872174435,Email,New Customer,Investment Fund,31,Female,1000,154,0,0.55,0.0,2,Feb,15.4,0.0,-100.0,0.0
CAMP00671,2024-02-18 22:04:29.333866773,Email,New Customer,Savings Account,31,Male,4000,762,0,1.75,0.0,2,Feb,19.05,0.0,-100.0,0.0
CAMP00672,2024-02-18 23:49:37.795559112,Display,Mid Value,Savings Account,44,Male,4000,161,0,4.62,0.0,2,Feb,4.03,0.0,-100.0,0.03
CAMP00673,2024-02-19 01:34:46.257251450,Email,Low Value,Savings Account,27,Female,2000,483,0,0.98,0.0,2,Feb,24.15,0.0,-100.0,0.0
CAMP00674,2024-02-19 03:19:54.718943789,Paid Social,Mid Value,Investment Fund,45,Female,5000,334,0,18.63,0.0,2,Feb,6.68,0.0,-100.0,0.06
CAMP00675,2024-02-19 05:05:03.180636127,Paid Social,Churned,Investment Fund,45,Female,4000,250,0,14.71,0.0,2,Feb,6.25,0.0,-100.0,0.06
CAMP00676,2024-02-19 06:50:11.642328465,SMS,High Value,Savings Account,42,Male,2000,295,0,1.45,0.0,2,Feb,14.75,0.0,-100.0,0.0
CAMP00677,2024-02-19 08:35:20.104020804,Email,Low Value,Personal Loan,63,Female,4000,802,0,1.84,0.0,2,Feb,20.05,0.0,-100.0,0.0
CAMP00678,2024-02-19 10:20:28.565713142,Paid Social,Mid Value,Credit Card,52,Female,4000,252,0,19.15,0.0,2,Feb,6.3,0.0,-100.0,0.08
CAMP00679,2024-02-19 12:05:37.027405481,SMS,New Customer,Investment Fund,62,Female,5000,714,0,3.97,0.0,2,Feb,14.28,0.0,-100.0,0.01
CAMP00680,2024-02-19 13:50:45.489097819,Display,Mid Value,Personal Loan,51,Male,3000,87,0,3.61,0.0,2,Feb,2.9,0.0,-100.0,0.04
CAMP00681,2024-02-19 15:35:53.950790158,Display,Mid Value,Investment Fund,55,Male,2000,97,0,2.55,0.0,2,Feb,4.85,0.0,-100.0,0.03
CAMP00682,2024-02-19 17:21:02.412482496,Email,Low Value,Savings Account,39,Male,4000,732,0,2.11,0.0,2,Feb,18.3,0.0,-100.0,0.0
CAMP00683,2024-02-19 19:06:10.874174835,Email,Churned,Personal Loan,33,Female,4000,1049,0,2.0,0.0,2,Feb,26.22,0.0,-100.0,0.0
CAMP00684,2024-02-19 20:51:19.335867173,Paid Search,Mid Value,Insurance,56,Male,1000,144,0,3.62,0.0,2,Feb,14.4,0.0,-100.0,0.03
CAMP00685,2024-02-19 22:36:27.797559512,SMS,High Value,Credit Card,28,Male,3000,582,1,2.28,197.69,2,Feb,19.4,0.17,8570.61,0.0
CAMP00686,2024-02-20 00:21:36.259251850,Paid Search,New Customer,Credit Card,62,Male,5000,559,0,16.48,0.0,2,Feb,11.18,0.0,-100.0,0.03
CAMP00687,2024-02-20 02:06:44.720944189,Paid Search,Low Value,Investment Fund,61,Male,2000,315,1,8.51,289.4,2,Feb,15.75,0.32,3300.71,0.03
CAMP00688,2024-02-20 03:51:53.182636527,Email,Churned,Credit Card,46,Female,4000,769,0,2.16,0.0,2,Feb,19.23,0.0,-100.0,0.0
CAMP00689,2024-02-20 05:37:01.644328866,Display,High Value,Insurance,27,Male,2000,60,0,2.49,0.0,2,Feb,3.0,0.0,-100.0,0.04
CAMP00690,2024-02-20 07:22:10.106021204,Email,Low Value,Personal Loan,22,Female,5000,1369,0,2.42,0.0,2,Feb,27.38,0.0,-100.0,0.0
CAMP00691,2024-02-20 09:07:18.567713543,Paid Social,Mid Value,Personal Loan,37,Female,3000,254,0,12.91,0.0,2,Feb,8.47,0.0,-100.0,0.05
CAMP00692,2024-02-20 10:52:27.029405881,Paid Social,Mid Value,Savings Account,25,Female,1000,67,0,4.18,0.0,2,Feb,6.7,0.0,-100.0,0.06
CAMP00693,2024-02-20 12:37:35.491098219,Paid Social,Low Value,Personal Loan,50,Female,3000,228,0,11.75,0.0,2,Feb,7.6,0.0,-100.0,0.05
CAMP00694,2024-02-20 14:22:43.952790558,Email,Low Value,Investment Fund,59,Female,1000,201,0,0.47,0.0,2,Feb,20.1,0.0,-100.0,0.0
CAMP00695,2024-02-20 16:07:52.414482896,Email,New Customer,Insurance,49,Female,2000,492,0,1.11,0.0,2,Feb,24.6,0.0,-100.0,0.0
CAMP00696,2024-02-20 17:53:00.876175235,Paid Search,Mid Value,Savings Account,43,Male,3000,479,0,11.86,0.0,2,Feb,15.97,0.0,-100.0,0.02
CAMP00697,2024-02-20 19:38:09.337867573,Email,Low Value,Investment Fund,29,Female,3000,469,0,1.28,0.0,2,Feb,15.63,0.0,-100.0,0.0
CAMP00698,2024-02-20 21:23:17.799559912,Paid Search,Low Value,Investment Fund,53,Male,3000,368,0,10.81,0.0,2,Feb,12.27,0.0,-100.0,0.03
CAMP00699,2024-02-20 23:08:26.261252250,Email,Churned,Investment Fund,54,Female,5000,1085,0,2.38,0.0,2,Feb,21.7,0.0,-100.0,0.0
CAMP00700,2024-02-21 00:53:34.722944589,Paid Social,Mid Value,Credit Card,34,Male,2000,154,0,8.92,0.0,2,Feb,7.7,0.0,-100.0,0.06
CAMP00701,2024-02-21 02:38:43.184636927,Paid Social,Mid Value,Investment Fund,48,Female,1000,80,0,4.45,0.0,2,Feb,8.0,0.0,-100.0,0.06
CAMP00702,2024-02-21 04:23:51.646329266,Email,Mid Value,Credit Card,39,Male,3000,745,0,1.48,0.0,2,Feb,24.83,0.0,-100.0,0.0
CAMP00703,2024-02-21 06:09:00.108021604,Paid Social,Low Value,Personal Loan,39,Male,2000,177,0,9.54,0.0,2,Feb,8.85,0.0,-100.0,0.05
CAMP00704,2024-02-21 07:54:08.569713943,Email,Mid Value,Credit Card,34,Female,5000,1016,0,2.78,0.0,2,Feb,20.32,0.0,-100.0,0.0
CAMP00705,2024-02-21 09:39:17.031406281,Email,Churned,Investment Fund,43,Female,5000,1349,0,2.77,0.0,2,Feb,26.98,0.0,-100.0,0.0
CAMP00706,2024-02-21 11:24:25.493098620,SMS,Mid Value,Insurance,35,Female,2000,265,0,1.53,0.0,2,Feb,13.25,0.0,-100.0,0.01
CAMP00707,2024-02-21 13:09:33.954790958,Paid Social,New Customer,Insurance,32,Female,1000,84,0,4.11,0.0,2,Feb,8.4,0.0,-100.0,0.05
CAMP00708,2024-02-21 14:54:42.416483296,Display,High Value,Personal Loan,60,Male,2000,101,0,2.34,0.0,2,Feb,5.05,0.0,-100.0,0.02
CAMP00709,2024-02-21 16:39:50.878175635,Email,Low Value,Investment Fund,43,Male,2000,452,0,0.98,0.0,2,Feb,22.6,0.0,-100.0,0.0
CAMP00710,2024-02-21 18:24:59.339867973,Paid Search,Churned,Credit Card,57,Female,4000,583,0,16.97,0.0,2,Feb,14.58,0.0,-100.0,0.03
CAMP00711,2024-02-21 20:10:07.801560312,Display,Mid Value,Insurance,38,Female,5000,156,0,5.55,0.0,2,Feb,3.12,0.0,-100.0,0.04
CAMP00712,2024-02-21 21:55:16.263252650,Paid Search,Churned,Savings Account,53,Male,1000,177,0,4.14,0.0,2,Feb,17.7,0.0,-100.0,0.02
CAMP00713,2024-02-21 23:40:24.724944989,Paid Social,Low Value,Investment Fund,35,Female,4000,295,0,16.87,0.0,2,Feb,7.38,0.0,-100.0,0.06
CAMP00714,2024-02-22 01:25:33.186637327,Paid Social,Churned,Investment Fund,63,Male,2000,179,0,7.77,0.0,2,Feb,8.95,0.0,-100.0,0.04
CAMP00715,2024-02-22 03:10:41.648329666,Paid Social,Low Value,Savings Account,50,Female,5000,327,0,21.17,0.0,2,Feb,6.54,0.0,-100.0,0.06
CAMP00716,2024-02-22 04:55:50.110022004,SMS,Mid Value,Insurance,27,Female,4000,522,0,2.91,0.0,2,Feb,13.05,0.0,-100.0,0.01
CAMP00717,2024-02-22 06:40:58.571714343,Display,Mid Value,Savings Account,25,Male,4000,141,0,4.24,0.0,2,Feb,3.52,0.0,-100.0,0.03
CAMP00718,2024-02-22 08:26:07.033406681,SMS,Mid Value,Personal Loan,32,Male,1000,156,0,0.88,0.0,2,Feb,15.6,0.0,-100.0,0.01
CAMP00719,2024-02-22 10:11:15.495099020,Email,High Value,Credit Card,61,Female,2000,538,0,1.06,0.0,2,Feb,26.9,0.0,-100.0,0.0
CAMP00720,2024-02-22 11:56:23.956791358,Paid Search,High Value,Credit Card,31,Male,1000,182,0,3.46,0.0,2,Feb,18.2,0.0,-100.0,0.02
CAMP00721,2024-02-22 13:41:32.418483697,SMS,High Value,Insurance,49,Female,4000,734,0,3.62,0.0,2,Feb,18.35,0.0,-100.0,0.0
CAMP00722,2024-02-22 15:26:40.880176035,Email,Low Value,Savings Account,32,Male,4000,626,0,1.71,0.0,2,Feb,15.65,0.0,-100.0,0.0
CAMP00723,2024-02-22 17:11:49.341868374,Email,New Customer,Investment Fund,56,Female,1000,184,0,0.47,0.0,2,Feb,18.4,0.0,-100.0,0.0
CAMP00724,2024-02-22 18:56:57.803560712,Paid Search,High Value,Investment Fund,36,Female,4000,650,0,13.02,0.0,2,Feb,16.25,0.0,-100.0,0.02
CAMP00725,2024-02-22 20:42:06.265253051,Paid Search,High Value,Investment Fund,29,Female,3000,342,0,10.18,0.0,2,Feb,11.4,0.0,-100.0,0.03
CAMP00726,2024-02-22 22:27:14.726945389,Display,Low Value,Personal Loan,41,Male,5000,224,0,5.42,0.0,2,Feb,4.48,0.0,-100.0,0.02
CAMP00727,2024-02-23 00:12:23.188637728,Email,Mid Value,Personal Loan,42,Male,2000,311,0,1.09,0.0,2,Feb,15.55,0.0,-100.0,0.0
CAMP00728,2024-02-23 01:57:31.650330066,Display,High Value,Investment Fund,22,Male,5000,221,0,6.89,0.0,2,Feb,4.42,0.0,-100.0,0.03
CAMP00729,2024-02-23 03:42:40.112022405,Email,Mid Value,Insurance,50,Male,2000,530,0,1.11,0.0,2,Feb,26.5,0.0,-100.0,0.0
CAMP00730,2024-02-23 05:27:48.573714743,Email,Churned,Personal Loan,45,Female,4000,863,0,2.08,0.0,2,Feb,21.58,0.0,-100.0,0.0
CAMP00731,2024-02-23 07:12:57.035407081,Email,New Customer,Personal Loan,51,Male,1000,263,0,0.53,0.0,2,Feb,26.3,0.0,-100.0,0.0
CAMP00732,2024-02-23 08:58:05.497099420,Display,Mid Value,Credit Card,61,Male,1000,46,0,1.21,0.0,2,Feb,4.6,0.0,-100.0,0.03
CAMP00733,2024-02-23 10:43:13.958791758,Paid Search,Low Value,Credit Card,56,Male,4000,661,0,14.85,0.0,2,Feb,16.53,0.0,-100.0,0.02
CAMP00734,2024-02-23 12:28:22.420484097,Paid Social,Low Value,Insurance,54,Female,2000,154,0,8.88,0.0,2,Feb,7.7,0.0,-100.0,0.06
CAMP00735,2024-02-23 14:13:30.882176435,Paid Social,Low Value,Personal Loan,41,Male,4000,276,0,19.18,0.0,2,Feb,6.9,0.0,-100.0,0.07
CAMP00736,2024-02-23 15:58:39.343868774,Display,Low Value,Personal Loan,37,Male,2000,97,0,2.06,0.0,2,Feb,4.85,0.0,-100.0,0.02
CAMP00737,2024-02-23 17:43:47.805561112,Paid Social,Low Value,Savings Account,30,Female,4000,348,0,15.86,0.0,2,Feb,8.7,0.0,-100.0,0.05
CAMP00738,2024-02-23 19:28:56.267253451,Display,Mid Value,Insurance,52,Female,4000,188,0,4.56,0.0,2,Feb,4.7,0.0,-100.0,0.02
CAMP00739,2024-02-23 21:14:04.728945789,Paid Social,High Value,Insurance,38,Female,4000,329,0,16.37,0.0,2,Feb,8.22,0.0,-100.0,0.05
CAMP00740,2024-02-23 22:59:13.190638128,Paid Social,Low Value,Savings Account,52,Female,1000,64,0,4.36,0.0,2,Feb,6.4,0.0,-100.0,0.07
CAMP00741,2024-02-24 00:44:21.652330466,Paid Social,New Customer,Savings Account,44,Female,2000,206,0,8.43,0.0,2,Feb,10.3,0.0,-100.0,0.04
CAMP00742,2024-02-24 02:29:30.114022805,Paid Social,Low Value,Credit Card,27,Female,4000,259,0,14.37,0.0,2,Feb,6.48,0.0,-100.0,0.06
CAMP00743,2024-02-24 04:14:38.575715143,Paid Search,New Customer,Insurance,51,Female,5000,935,0,18.5,0.0,2,Feb,18.7,0.0,-100.0,0.02
CAMP00744,2024-02-24 05:59:47.037407482,Paid Social,Churned,Insurance,28,Male,5000,329,0,21.75,0.0,2,Feb,6.58,0.0,-100.0,0.07
CAMP00745,2024-02-24 07:44:55.499099820,Email,Mid Value,Savings Account,61,Female,1000,203,0,0.5,0.0,2,Feb,20.3,0.0,-100.0,0.0
CAMP00746,2024-02-24 09:30:03.960792158,Display,Low Value,Investment Fund,63,Female,3000,115,0,4.0,0.0,2,Feb,3.83,0.0,-100.0,0.03
CAMP00747,2024-02-24 11:15:12.422484497,Paid Social,Low Value,Investment Fund,32,Female,1000,100,0,4.07,0.0,2,Feb,10.0,0.0,-100.0,0.04
CAMP00748,2024-02-24 13:00:20.884176835,Paid Social,Churned,Credit Card,55,Female,3000,295,1,10.76,392.18,2,Feb,9.83,0.34,3544.8,0.04
CAMP00749,2024-02-24 14:45:29.345869174,SMS,Churned,Investment Fund,33,Female,1000,214,0,0.75,0.0,2,Feb,21.4,0.0,-100.0,0.0
CAMP00750,2024-02-24 16:30:37.807561512,Paid Search,Low Value,Investment Fund,48,Male,5000,694,0,16.92,0.0,2,Feb,13.88,0.0,-100.0,0.02
CAMP00751,2024-02-24 18:15:46.269253851,Email,Mid Value,Investment Fund,33,Male,4000,618,0,1.85,0.0,2,Feb,15.45,0.0,-100.0,0.0
CAMP00752,2024-02-24 20:00:54.730946189,SMS,New Customer,Personal Loan,34,Male,2000,399,0,1.53,0.0,2,Feb,19.95,0.0,-100.0,0.0
CAMP00753,2024-02-24 21:46:03.192638528,Paid Search,High Value,Credit Card,29,Male,4000,567,0,16.01,0.0,2,Feb,14.18,0.0,-100.0,0.03
CAMP00754,2024-02-24 23:31:11.654330866,Paid Social,New Customer,Savings Account,37,Male,5000,461,0,19.89,0.0,2,Feb,9.22,0.0,-100.0,0.04
CAMP00755,2024-02-25 01:16:20.116023205,Email,Churned,Investment Fund,50,Male,2000,517,0,1.12,0.0,2,Feb,25.85,0.0,-100.0,0.0
CAMP00756,2024-02-25 03:01:28.577715543,Display,Mid Value,Personal Loan,56,Male,3000,115,0,3.38,0.0,2,Feb,3.83,0.0,-100.0,0.03
CAMP00757,2024-02-25 04:46:37.039407882,Paid Search,Low Value,Investment Fund,50,Female,3000,516,0,10.16,0.0,2,Feb,17.2,0.0,-100.0,0.02
CAMP00758,2024-02-25 06:31:45.501100220,Paid Social,Low Value,Personal Loan,52,Female,5000,481,0,18.91,0.0,2,Feb,9.62,0.0,-100.0,0.04
CAMP00759,2024-02-25 08:16:53.962792559,Display,Low Value,Credit Card,34,Female,2000,100,0,2.71,0.0,2,Feb,5.0,0.0,-100.0,0.03
CAMP00760,2024-02-25 10:02:02.424484897,Display,Mid Value,Investment Fund,33,Female,4000,167,0,4.73,0.0,2,Feb,4.18,0.0,-100.0,0.03
CAMP00761,2024-02-25 11:47:10.886177236,Email,New Customer,Personal Loan,23,Female,5000,1283,0,2.43,0.0,2,Feb,25.66,0.0,-100.0,0.0
CAMP00762,2024-02-25 13:32:19.347869574,Paid Social,Churned,Insurance,54,Female,3000,239,0,10.97,0.0,2,Feb,7.97,0.0,-100.0,0.05
CAMP00763,2024-02-25 15:17:27.809561912,Email,Churned,Insurance,29,Male,5000,797,0,2.67,0.0,2,Feb,15.94,0.0,-100.0,0.0
CAMP00764,2024-02-25 17:02:36.271254251,Paid Search,Mid Value,Personal Loan,62,Female,4000,475,1,16.09,787.15,2,Feb,11.88,0.21,4792.17,0.03
CAMP00765,2024-02-25 18:47:44.732946589,Email,New Customer,Investment Fund,61,Female,1000,170,0,0.48,0.0,2,Feb,17.0,0.0,-100.0,0.0
CAMP00766,2024-02-25 20:32:53.194638928,Paid Search,New Customer,Investment Fund,62,Female,1000,120,0,4.02,0.0,2,Feb,12.0,0.0,-100.0,0.03
CAMP00767,2024-02-25 22:18:01.656331266,Display,Mid Value,Credit Card,53,Male,4000,112,0,4.61,0.0,2,Feb,2.8,0.0,-100.0,0.04
CAMP00768,2024-02-26 00:03:10.118023605,Display,High Value,Credit Card,59,Male,2000,97,0,2.09,0.0,2,Feb,4.85,0.0,-100.0,0.02
CAMP00769,2024-02-26 01:48:18.579715943,Paid Social,Mid Value,Savings Account,49,Male,5000,414,0,22.5,0.0,2,Feb,8.28,0.0,-100.0,0.05
CAMP00770,2024-02-26 03:33:27.041408282,Display,Churned,Credit Card,36,Female,4000,148,0,5.47,0.0,2,Feb,3.7,0.0,-100.0,0.04
CAMP00771,2024-02-26 05:18:35.503100620,Email,Low Value,Investment Fund,44,Female,1000,208,0,0.52,0.0,2,Feb,20.8,0.0,-100.0,0.0
CAMP00772,2024-02-26 07:03:43.964792959,Display,New Customer,Savings Account,45,Female,3000,117,0,3.36,0.0,2,Feb,3.9,0.0,-100.0,0.03
CAMP00773,2024-02-26 08:48:52.426485297,Email,Mid Value,Credit Card,34,Male,4000,655,0,1.86,0.0,2,Feb,16.38,0.0,-100.0,0.0
CAMP00774,2024-02-26 10:34:00.888177636,Paid Social,New Customer,Personal Loan,42,Male,4000,276,0,18.96,0.0,2,Feb,6.9,0.0,-100.0,0.07
CAMP00775,2024-02-26 12:19:09.349869974,Display,High Value,Insurance,33,Female,4000,193,0,4.52,0.0,2,Feb,4.82,0.0,-100.0,0.02
CAMP00776,2024-02-26 14:04:17.811562313,Email,Mid Value,Credit Card,34,Male,1000,252,0,0.54,0.0,2,Feb,25.2,0.0,-100.0,0.0
CAMP00777,2024-02-26 15:49:26.273254651,Email,Low Value,Credit Card,60,Female,1000,228,0,0.52,0.0,2,Feb,22.8,0.0,-100.0,0.0
CAMP00778,2024-02-26 17:34:34.734946989,Paid Search,High Value,Personal Loan,44,Male,4000,593,0,15.62,0.0,2,Feb,14.82,0.0,-100.0,0.03
CAMP00779,2024-02-26 19:19:43.196639328,Paid Search,New Customer,Investment Fund,64,Male,4000,513,0,13.75,0.0,2,Feb,12.82,0.0,-100.0,0.03
CAMP00780,2024-02-26 21:04:51.658331666,Paid Search,Mid Value,Personal Loan,49,Male,2000,294,0,6.54,0.0,2,Feb,14.7,0.0,-100.0,0.02
CAMP00781,2024-02-26 22:50:00.120024005,Paid Search,Low Value,Credit Card,35,Female,3000,476,0,11.36,0.0,2,Feb,15.87,0.0,-100.0,0.02
CAMP00782,2024-02-27 00:35:08.581716343,Paid Social,Low Value,Investment Fund,38,Male,5000,451,0,24.08,0.0,2,Feb,9.02,0.0,-100.0,0.05
CAMP00783,2024-02-27 02:20:17.043408682,Email,Low Value,Savings Account,45,Female,5000,879,1,2.27,732.0,2,Feb,17.58,0.11,32146.7,0.0
CAMP00784,2024-02-27 04:05:25.505101020,Paid Social,High Value,Credit Card,55,Female,5000,475,0,21.23,0.0,2,Feb,9.5,0.0,-100.0,0.04
CAMP00785,2024-02-27 05:50:33.966793359,Email,High Value,Personal Loan,43,Female,1000,199,0,0.53,0.0,2,Feb,19.9,0.0,-100.0,0.0
CAMP00786,2024-02-27 07:35:42.428485697,SMS,Churned,Savings Account,31,Male,1000,180,0,0.8,0.0,2,Feb,18.0,0.0,-100.0,0.0
CAMP00787,2024-02-27 09:20:50.890178036,Paid Search,Mid Value,Insurance,29,Male,2000,319,0,7.62,0.0,2,Feb,15.95,0.0,-100.0,0.02
CAMP00788,2024-02-27 11:05:59.351870374,Paid Social,New Customer,Savings Account,42,Male,1000,79,0,4.4,0.0,2,Feb,7.9,0.0,-100.0,0.06
CAMP00789,2024-02-27 12:51:07.813562713,Paid Social,Churned,Personal Loan,58,Female,4000,333,0,18.39,0.0,2,Feb,8.33,0.0,-100.0,0.06
CAMP00790,2024-02-27 14:36:16.275255051,SMS,Mid Value,Savings Account,28,Male,3000,414,0,2.28,0.0,2,Feb,13.8,0.0,-100.0,0.01
CAMP00791,2024-02-27 16:21:24.736947390,Email,Mid Value,Personal Loan,47,Male,3000,633,0,1.68,0.0,2,Feb,21.1,0.0,-100.0,0.0
CAMP00792,2024-02-27 18:06:33.198639728,Paid Search,Low Value,Credit Card,34,Female,3000,390,0,11.35,0.0,2,Feb,13.0,0.0,-100.0,0.03
CAMP00793,2024-02-27 19:51:41.660332066,Paid Social,Churned,Investment Fund,37,Female,3000,180,0,13.21,0.0,2,Feb,6.0,0.0,-100.0,0.07
CAMP00794,2024-02-27 21:36:50.122024405,Paid Search,Churned,Insurance,51,Female,5000,611,0,16.76,0.0,2,Feb,12.22,0.0,-100.0,0.03
CAMP00795,2024-02-27 23:21:58.583716743,Email,Low Value,Investment Fund,52,Male,5000,1167,0,2.49,0.0,2,Feb,23.34,0.0,-100.0,0.0
CAMP00796,2024-02-28 01:07:07.045409082,Display,New Customer,Investment Fund,26,Male,4000,130,0,4.1,0.0,2,Feb,3.25,0.0,-100.0,0.03
CAMP00797,2024-02-28 02:52:15.507101420,SMS,High Value,Investment Fund,53,Female,2000,291,0,1.55,0.0,2,Feb,14.55,0.0,-100.0,0.01
CAMP00798,2024-02-28 04:37:23.968793759,Paid Search,Churned,Personal Loan,37,Male,1000,154,0,3.29,0.0,2,Feb,15.4,0.0,-100.0,0.02
CAMP00799,2024-02-28 06:22:32.430486097,Paid Search,Churned,Personal Loan,30,Female,1000,186,0,4.25,0.0,2,Feb,18.6,0.0,-100.0,0.02
CAMP00800,2024-02-28 08:07:40.892178436,SMS,Mid Value,Insurance,43,Male,5000,1055,0,4.21,0.0,2,Feb,21.1,0.0,-100.0,0.0
CAMP00801,2024-02-28 09:52:49.353870774,Paid Search,Mid Value,Personal Loan,61,Female,3000,559,0,12.4,0.0,2,Feb,18.63,0.0,-100.0,0.02
CAMP00802,2024-02-28 11:37:57.815563113,Email,High Value,Personal Loan,58,Male,4000,923,0,1.98,0.0,2,Feb,23.08,0.0,-100.0,0.0
CAMP00803,2024-02-28 13:23:06.277255451,Paid Search,Mid Value,Personal Loan,35,Female,2000,283,0,8.4,0.0,2,Feb,14.15,0.0,-100.0,0.03
CAMP00804,2024-02-28 15:08:14.738947790,Paid Search,New Customer,Personal Loan,37,Female,5000,853,0,21.13,0.0,2,Feb,17.06,0.0,-100.0,0.02
CAMP00805,2024-02-28 16:53:23.200640128,Paid Social,Mid Value,Credit Card,64,Female,4000,274,0,16.08,0.0,2,Feb,6.85,0.0,-100.0,0.06
CAMP00806,2024-02-28 18:38:31.662332467,Paid Search,High Value,Insurance,41,Male,4000,448,0,14.64,0.0,2,Feb,11.2,0.0,-100.0,0.03
CAMP00807,2024-02-28 20:23:40.124024805,SMS,Mid Value,Personal Loan,36,Male,5000,816,0,4.01,0.0,2,Feb,16.32,0.0,-100.0,0.0
CAMP00808,2024-02-28 22:08:48.585717143,SMS,Churned,Insurance,47,Male,4000,633,0,2.76,0.0,2,Feb,15.82,0.0,-100.0,0.0
CAMP00809,2024-02-28 23:53:57.047409482,Paid Social,Low Value,Savings Account,30,Female,3000,265,0,14.47,0.0,2,Feb,8.83,0.0,-100.0,0.05
CAMP00810,2024-02-29 01:39:05.509101820,Email,Low Value,Credit Card,22,Female,4000,907,0,1.92,0.0,2,Feb,22.68,0.0,-100.0,0.0
CAMP00811,2024-02-29 03:24:13.970794159,SMS,Mid Value,Personal Loan,56,Female,2000,281,0,1.59,0.0,2,Feb,14.05,0.0,-100.0,0.01
CAMP00812,2024-02-29 05:09:22.432486497,Display,Churned,Credit Card,41,Female,4000,199,0,5.17,0.0,2,Feb,4.98,0.0,-100.0,0.03
CAMP00813,2024-02-29 06:54:30.894178836,Email,New Customer,Credit Card,27,Female,1000,232,0,0.47,0.0,2,Feb,23.2,0.0,-100.0,0.0
CAMP00814,2024-02-29 08:39:39.355871174,SMS,Mid Value,Savings Account,63,Female,4000,701,0,2.91,0.0,2,Feb,17.52,0.0,-100.0,0.0
CAMP00815,2024-02-29 10:24:47.817563513,Display,High Value,Insurance,31,Female,5000,252,0,5.33,0.0,2,Feb,5.04,0.0,-100.0,0.02
CAMP00816,2024-02-29 12:09:56.279255851,Paid Social,High Value,Credit Card,54,Female,1000,60,0,4.24,0.0,2,Feb,6.0,0.0,-100.0,0.07
CAMP00817,2024-02-29 13:55:04.740948190,Paid Search,High Value,Investment Fund,37,Female,5000,880,0,16.18,0.0,2,Feb,17.6,0.0,-100.0,0.02
CAMP00818,2024-02-29 15:40:13.202640528,Paid Social,Low Value,Savings Account,57,Male,2000,147,0,8.93,0.0,2,Feb,7.35,0.0,-100.0,0.06
CAMP00819,2024-02-29 17:25:21.664332867,Email,Churned,Investment Fund,27,Female,3000,737,0,1.48,0.0,2,Feb,24.57,0.0,-100.0,0.0
CAMP00820,2024-02-29 19:10:30.126025205,Paid Social,Low Value,Savings Account,40,Male,2000,201,0,8.48,0.0,2,Feb,10.05,0.0,-100.0,0.04
CAMP00821,2024-02-29 20:55:38.587717544,Display,New Customer,Investment Fund,52,Female,1000,40,0,1.11,0.0,2,Feb,4.0,0.0,-100.0,0.03
CAMP00822,2024-02-29 22:40:47.049409882,Email,Low Value,Investment Fund,23,Male,3000,470,0,1.36,0.0,2,Feb,15.67,0.0,-100.0,0.0
CAMP00823,2024-03-01 00:25:55.511102221,Paid Social,New Customer,Credit Card,39,Female,4000,229,0,17.81,0.0,3,Mar,5.72,0.0,-100.0,0.08
CAMP00824,2024-03-01 02:11:03.972794559,Paid Social,New Customer,Credit Card,63,Male,1000,71,0,3.83,0.0,3,Mar,7.1,0.0,-100.0,0.05
CAMP00825,2024-03-01 03:56:12.434486897,Paid Social,Mid Value,Savings Account,49,Female,3000,280,0,13.66,0.0,3,Mar,9.33,0.0,-100.0,0.05
CAMP00826,2024-03-01 05:41:20.896179236,SMS,Mid Value,Insurance,25,Female,5000,785,0,3.64,0.0,3,Mar,15.7,0.0,-100.0,0.0
CAMP00827,2024-03-01 07:26:29.357871574,Paid Social,Low Value,Credit Card,22,Female,3000,216,0,13.03,0.0,3,Mar,7.2,0.0,-100.0,0.06
CAMP00828,2024-03-01 09:11:37.819563913,Paid Social,High Value,Credit Card,63,Male,5000,468,0,21.91,0.0,3,Mar,9.36,0.0,-100.0,0.05
CAMP00829,2024-03-01 10:56:46.281256251,Paid Search,Mid Value,Personal Loan,37,Female,5000,577,0,19.03,0.0,3,Mar,11.54,0.0,-100.0,0.03
CAMP00830,2024-03-01 12:41:54.742948590,Paid Social,Low Value,Credit Card,23,Male,3000,289,0,14.48,0.0,3,Mar,9.63,0.0,-100.0,0.05
CAMP00831,2024-03-01 14:27:03.204640928,Email,Churned,Insurance,57,Male,2000,378,0,0.96,0.0,3,Mar,18.9,0.0,-100.0,0.0
CAMP00832,2024-03-01 16:12:11.666333267,Paid Social,Low Value,Personal Loan,22,Male,2000,116,0,9.37,0.0,3,Mar,5.8,0.0,-100.0,0.08
CAMP00833,2024-03-01 17:57:20.128025605,Email,New Customer,Investment Fund,60,Male,5000,847,0,2.25,0.0,3,Mar,16.94,0.0,-100.0,0.0
CAMP00834,2024-03-01 19:42:28.589717944,Email,Low Value,Investment Fund,44,Male,1000,279,0,0.48,0.0,3,Mar,27.9,0.0,-100.0,0.0
CAMP00835,2024-03-01 21:27:37.051410282,Paid Social,New Customer,Personal Loan,47,Female,3000,232,0,11.26,0.0,3,Mar,7.73,0.0,-100.0,0.05
CAMP00836,2024-03-01 23:12:45.513102621,Paid Social,Low Value,Personal Loan,32,Male,1000,68,0,4.33,0.0,3,Mar,6.8,0.0,-100.0,0.06
CAMP00837,2024-03-02 00:57:53.974794959,SMS,New Customer,Personal Loan,63,Male,2000,364,0,1.67,0.0,3,Mar,18.2,0.0,-100.0,0.0
